Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Player-additional
115,D'Angelo Russell,28,LAL,PG,29,10,26.3,4.4,10.7,.415,1.9,5.8,.333,2.5,4.9,.510,.505,1.6,1.8,.849,0.3,2.5,2.8,4.7,0.8,0.1,1.7,1.8,12.4,,russeda01
115,D'Angelo Russell,28,BRK,PG,11,8,24.9,4.5,11.2,.407,2.2,6.1,.358,2.4,5.1,.464,.504,3.9,4.2,.935,0.4,2.7,3.1,7.0,1.4,1.0,2.1,2.1,15.2,,russeda01
116,Santi Aldama,24,MEM,PF,41,11,24.8,5.1,10.3,.494,1.7,4.7,.366,3.4,5.6,.603,.578,1.0,1.5,.717,1.6,5.2,6.8,2.6,0.8,0.6,1.1,1.0,13.0,,aldamsa01
117,Russell Westbrook,36,DEN,PG,48,27,27.7,4.9,10.3,.477,1.1,3.5,.331,3.8,6.8,.550,.532,2.0,3.2,.641,1.4,3.7,5.1,6.4,1.5,0.5,3.0,2.5,13.0,,westbru01
118,Tobias Harris,32,DET,PF,47,47,32.0,4.9,11.1,.446,1.3,3.9,.330,3.6,7.1,.510,.505,1.7,2.0,.862,0.9,5.2,6.1,2.4,0.9,0.9,1.1,1.9,12.9,,harrito02
119,Moritz Wagner,27,ORL,C,30,1,18.8,4.7,8.3,.562,0.9,2.5,.360,3.8,5.8,.649,.616,2.6,3.7,.718,1.3,3.6,4.9,1.4,0.8,0.4,1.6,1.8,12.9,,wagnemo01
120,Daniel Gafford,26,DAL,C,47,24,21.6,5.1,7.3,.705,0.0,0.0,,5.1,7.3,.705,.705,2.5,3.5,.707,2.7,4.0,6.7,1.4,0.4,1.8,1.2,2.7,12.7,,gaffoda01
121,Rui Hachimura,26,LAL,PF,40,40,31.8,4.8,9.6,.505,1.6,3.7,.426,3.3,5.9,.556,.588,1.4,1.8,.781,1.5,3.6,5.1,1.5,0.9,0.5,1.0,1.8,12.7,,hachiru01
122,Aaron Gordon,29,DEN,PF,28,19,26.7,4.5,8.6,.521,1.1,2.8,.410,3.3,5.8,.574,.588,2.5,3.1,.795,1.6,3.3,4.8,2.6,0.5,0.2,1.4,1.6,12.6,,gordoaa01
123,Scoot Henderson,20,POR,PG,42,8,26.7,4.3,10.0,.431,1.4,4.0,.359,2.9,6.0,.478,.502,2.6,3.3,.777,0.7,2.3,3.0,5.3,1.1,0.3,2.7,2.7,12.6,,hendesc01
124,Khris Middleton,33,MIL,SF,23,7,23.2,4.7,9.2,.512,1.5,3.7,.407,3.2,5.4,.584,.595,1.7,2.0,.848,0.2,3.5,3.7,4.4,0.7,0.2,1.6,2.3,12.6,,middlkh01
125,Keldon Johnson,25,SAS,SF,43,0,24.0,4.7,10.0,.464,1.1,3.7,.308,3.5,6.3,.555,.521,2.0,2.6,.757,1.3,3.5,4.8,1.4,0.6,0.3,0.8,1.5,12.4,,johnske04
126,Terry Rozier,30,MIA,PG,43,21,28.5,4.5,10.9,.413,1.6,5.2,.300,3.0,5.7,.514,.484,1.7,1.9,.867,0.8,3.4,4.2,3.0,0.6,0.3,1.5,1.4,12.3,,roziete01
127,Bilal Coulibaly,20,WAS,SF,44,44,33.1,4.3,10.4,.416,1.0,3.8,.271,3.3,6.7,.498,.465,2.5,3.3,.769,1.4,3.5,4.9,3.3,1.3,0.8,2.1,2.5,12.2,,coulibi01
128,Ayo Dosunmu,25,CHI,SG,39,21,30.6,4.7,9.8,.483,1.4,4.2,.341,3.3,5.6,.589,.556,1.3,1.7,.785,0.6,3.1,3.7,4.6,0.8,0.4,1.3,2.2,12.2,,dosunay01
129,Brook Lopez,36,MIL,C,47,47,32.1,4.6,9.6,.475,1.9,5.1,.365,2.7,4.5,.599,.572,1.1,1.3,.794,1.1,3.6,4.7,1.7,0.7,2.0,1.0,2.2,12.1,,lopezbr01
130,Stephon Castle,20,SAS,PG,45,28,25.6,4.3,10.7,.402,1.1,3.9,.274,3.2,6.8,.476,.452,2.3,3.2,.719,0.8,1.9,2.8,3.6,0.8,0.2,1.9,1.8,12.0,,castlst01
131,Keegan Murray,24,SAC,PF,45,45,35.1,4.7,10.8,.431,1.8,5.6,.323,2.8,5.2,.549,.515,0.8,1.0,.822,2.2,4.9,7.1,1.4,0.8,0.9,0.9,2.7,12.0,,murrake02
132,Daeqwon Plowden,26,ATL,SG,2,0,16.5,4.0,5.0,.800,3.0,4.0,.750,1.0,1.0,1.000,1.100,1.0,1.0,1.000,1.5,1.0,2.5,0.0,0.0,0.0,0.5,2.5,12.0,,plowdda01
133,Jabari Smith Jr.,21,HOU,PF,33,33,30.9,4.1,9.5,.435,1.7,4.8,.354,2.4,4.7,.516,.524,2.0,2.3,.867,1.8,4.7,6.5,1.0,0.4,1.0,0.9,2.3,11.9,,smithja05
134,Jeremy Sochan,21,SAS,PF,27,19,27.3,4.7,9.1,.520,0.4,1.5,.293,4.3,7.6,.566,.545,1.9,2.7,.712,2.5,5.0,7.5,2.6,0.9,0.6,1.7,2.3,11.9,,sochaje01
135,Harrison Barnes,32,SAS,PF,46,46,28.1,4.0,8.0,.501,1.6,3.7,.419,2.4,4.2,.574,.599,2.3,2.8,.802,1.5,2.5,3.9,1.8,0.3,0.2,0.6,1.0,11.8,,barneha02
136,Josh Giddey,22,CHI,PG,46,46,28.7,4.5,10.1,.443,1.2,3.8,.329,3.2,6.3,.510,.504,1.5,2.0,.750,1.6,5.7,7.4,6.6,1.1,0.5,2.7,1.6,11.7,,giddejo01
137,Isaiah Hartenstein,26,OKC,C,27,26,29.8,5.0,9.0,.558,0.0,0.4,.000,5.0,8.5,.587,.558,1.7,2.6,.648,3.0,9.4,12.5,4.3,0.8,1.2,1.9,2.9,11.7,,harteis01
138,Buddy Hield,32,GSW,SG,48,16,23.1,4.2,10.1,.413,2.6,7.0,.368,1.6,3.1,.513,.540,0.7,0.9,.833,0.6,2.7,3.3,1.6,0.9,0.3,1.3,1.8,11.7,,hieldbu01
139,Onyeka Okongwu,24,ATL,C,42,8,24.8,4.6,8.3,.559,0.4,1.6,.273,4.2,6.7,.626,.585,2.0,2.7,.739,2.8,5.0,7.8,2.0,0.9,0.8,1.0,2.4,11.7,,okongon01
140,Jaylen Wells,21,MEM,SG,49,44,26.3,4.1,9.2,.444,1.9,5.0,.382,2.2,4.2,.520,.549,1.5,1.8,.841,1.1,2.1,3.2,1.8,0.6,0.1,1.0,1.8,11.6,,wellsja01
141,Alex Sarr,19,WAS,C,41,41,26.8,4.3,10.9,.397,1.4,4.6,.307,2.9,6.3,.463,.462,1.4,2.1,.644,1.8,4.8,6.6,2.2,0.7,1.6,1.4,2.4,11.5,,sarral01
142,Jonas Valančiūnas,32,WAS,C,48,11,19.9,4.7,8.5,.551,0.1,0.5,.269,4.5,8.0,.571,.560,1.9,2.1,.903,2.3,5.7,8.1,2.2,0.5,0.6,1.8,1.9,11.5,,valanjo01
143,Ty Jerome,27,CLE,SG,46,2,19.0,4.2,8.1,.516,1.5,3.5,.431,2.7,4.6,.580,.609,1.5,1.7,.885,0.7,1.6,2.3,3.4,1.2,0.0,1.2,1.4,11.3,,jeromty01
144,Tari Eason,23,HOU,PF,32,0,23.3,4.3,9.1,.473,1.0,3.0,.340,3.3,6.1,.538,.529,1.6,2.1,.735,2.1,4.2,6.3,1.1,1.9,0.8,0.9,2.4,11.2,,easonta01
145,Tyus Jones,28,PHO,PG,47,47,29.6,4.2,8.9,.471,2.1,4.9,.420,2.1,4.0,.535,.587,0.7,0.9,.875,0.5,1.9,2.4,5.9,0.9,0.1,1.3,1.0,11.2,,jonesty01
146,Duncan Robinson,30,MIA,SF,45,27,24.5,3.9,9.3,.421,2.6,6.7,.380,1.4,2.6,.530,.558,0.8,0.8,.895,0.3,2.2,2.4,2.7,0.6,0.1,1.1,2.0,11.2,,robindu01
147,Jordan Hawkins,22,NOP,SG,31,5,23.5,3.8,10.2,.369,2.0,6.0,.335,1.8,4.3,.417,.467,1.6,1.9,.831,0.4,2.1,2.5,0.9,0.7,0.4,0.9,0.8,11.1,,hawkijo01
148,Jrue Holiday,34,BOS,PG,43,43,30.3,4.1,9.2,.442,1.8,5.2,.345,2.3,4.0,.566,.539,1.2,1.3,.893,1.1,3.2,4.3,3.7,1.0,0.4,1.3,1.5,11.1,,holidjr01
149,Corey Kispert,25,WAS,SF,43,0,26.5,4.0,9.2,.439,1.8,5.3,.345,2.2,3.8,.570,.539,1.2,1.4,.864,0.6,2.3,3.0,1.5,0.6,0.2,1.0,1.5,11.1,,kispeco01
150,Zaccharie Risacher,19,ATL,SF,42,40,23.8,4.2,10.0,.417,1.3,4.2,.311,2.9,5.8,.494,.482,1.5,2.2,.685,1.4,2.2,3.5,1.2,0.8,0.5,1.2,2.0,11.1,,risacza01
151,Donte DiVincenzo,28,MIN,SG,40,8,26.4,3.7,9.3,.397,2.6,7.0,.369,1.1,2.4,.479,.535,1.0,1.3,.820,0.6,3.1,3.7,3.6,1.2,0.2,1.8,1.6,11.0,,divindo01
152,Guerschon Yabusele,29,PHI,C,46,24,26.6,4.1,7.9,.515,1.6,3.9,.402,2.5,4.0,.625,.614,1.3,1.8,.711,1.9,3.7,5.5,2.0,0.8,0.4,1.3,2.5,11.0,,yabusgu01
153,Grayson Allen,29,PHO,SG,39,1,24.5,3.5,7.6,.458,2.4,5.6,.434,1.0,1.9,.526,.619,1.5,1.8,.831,0.6,2.8,3.4,1.9,0.9,0.3,1.1,1.4,10.9,,allengr01
154,Walker Kessler,23,UTA,C,37,37,29.8,4.7,6.5,.722,0.1,0.2,.333,4.6,6.4,.732,.726,1.5,2.7,.545,4.4,7.1,11.4,1.5,0.6,2.3,1.4,2.2,10.9,,kesslwa01
155,Andrew Nembhard,25,IND,SG,31,31,28.5,4.1,8.7,.472,0.8,2.4,.333,3.3,6.3,.526,.519,1.9,2.5,.756,0.5,2.8,3.4,5.2,1.2,0.1,1.7,2.1,10.9,,nembhan01
156,Tim Hardaway Jr.,32,DET,SG,45,45,28.5,3.5,8.5,.417,2.1,5.6,.376,1.4,2.9,.496,.541,1.7,2.1,.817,0.2,2.0,2.2,1.5,0.5,0.0,0.7,1.3,10.8,,hardati02
157,Caris LeVert,30,CLE,SF,36,2,24.1,3.8,7.9,.474,1.7,3.9,.423,2.1,4.0,.524,.579,1.6,2.3,.699,0.6,2.3,2.8,3.8,0.9,0.5,1.3,1.3,10.8,,leverca01
158,Brandon Boston Jr.,23,NOP,SG,41,10,23.9,4.0,9.1,.437,1.1,3.3,.341,2.9,5.8,.492,.499,1.6,2.0,.802,0.7,2.6,3.2,2.2,1.2,0.2,1.2,1.7,10.7,,bostobr01
159,Julian Champagnie,23,SAS,SF,46,26,25.5,3.7,8.7,.419,2.4,6.4,.368,1.3,2.3,.562,.555,1.0,1.1,.902,0.8,3.4,4.2,1.2,0.7,0.5,1.0,1.4,10.7,,champju02
160,Naji Marshall,27,DAL,SF,37,14,24.3,4.3,8.6,.497,0.9,2.8,.308,3.4,5.8,.589,.547,1.3,1.5,.875,0.9,2.7,3.6,2.5,0.9,0.1,1.4,1.4,10.7,,marshna01
161,Jaden McDaniels,24,MIN,PF,49,49,31.3,4.2,9.1,.462,1.3,3.8,.342,2.9,5.3,.546,.533,1.1,1.3,.788,1.4,3.9,5.3,1.7,1.5,0.8,1.1,2.9,10.7,,mcdanja02
162,Jalen Duren,21,DET,C,46,46,25.7,4.4,6.3,.700,0.0,0.0,,4.4,6.3,.700,.700,1.8,2.7,.659,3.5,6.5,10.0,2.3,0.7,1.2,1.9,3.2,10.6,,durenja01
163,Nikola Jović,21,MIA,PF,38,10,24.2,3.6,8.0,.449,1.6,4.4,.371,2.0,3.6,.543,.551,1.7,2.1,.846,0.6,3.4,4.0,2.8,0.9,0.3,1.2,1.6,10.6,,jovicni01
164,Chris Boucher,32,TOR,PF,43,0,17.4,3.8,7.5,.506,1.5,3.9,.375,2.3,3.6,.649,.604,1.5,1.9,.788,1.3,3.1,4.3,0.6,0.5,0.6,0.6,1.4,10.5,,bouchch01
165,Rudy Gobert,32,MIN,C,49,49,33.2,4.1,6.3,.645,0.0,0.0,,4.1,6.3,.645,.645,2.3,3.4,.680,3.3,7.0,10.2,1.9,0.7,1.5,1.4,2.4,10.5,,goberru01
166,Grant Williams,26,CHO,PF,16,7,29.9,3.4,7.7,.439,1.7,4.6,.365,1.7,3.1,.551,.549,1.9,2.3,.838,1.1,4.0,5.1,2.3,1.1,0.8,1.8,2.9,10.4,,willigr01
167,Ochai Agbaji,24,TOR,SG,43,34,28.0,4.2,8.1,.511,1.6,3.9,.401,2.6,4.3,.612,.607,0.5,0.7,.667,0.8,2.8,3.7,1.7,0.8,0.6,0.8,2.0,10.3,,agbajoc01
168,Derrick Jones Jr.,27,LAC,SF,47,44,25.2,4.1,8.0,.517,1.0,2.7,.362,3.1,5.3,.597,.579,1.1,1.4,.781,1.4,2.4,3.7,0.9,1.2,0.4,0.9,2.0,10.3,,jonesde02
169,Herbert Jones,26,NOP,SF,20,20,32.4,3.8,8.6,.436,1.1,3.6,.306,2.7,5.0,.530,.500,1.7,2.0,.825,1.1,2.8,3.9,3.3,1.9,0.5,1.8,3.3,10.3,,joneshe01
170,De'Anthony Melton,26,GSW,SG,6,2,20.2,3.7,9.0,.407,2.2,5.8,.371,1.5,3.2,.474,.528,0.8,1.3,.625,1.0,2.3,3.3,2.8,1.2,0.3,1.7,3.0,10.3,,meltode01
171,Amir Coffey,27,LAC,SG,48,11,26.1,3.5,7.5,.471,1.5,3.7,.412,2.0,3.8,.527,.572,1.6,1.8,.906,0.5,2.0,2.5,1.2,0.6,0.1,0.7,1.6,10.2,,coffeam01
172,Quentin Grimes,24,DAL,SG,47,12,22.8,3.6,7.8,.463,1.7,4.3,.398,1.9,3.5,.543,.573,1.3,1.7,.765,0.6,3.2,3.8,2.1,0.7,0.2,1.3,1.7,10.2,,grimequ01
173,Toumani Camara,24,POR,PF,47,47,31.8,3.8,8.4,.447,1.4,4.1,.351,2.3,4.3,.540,.533,1.1,1.6,.726,2.3,3.5,5.7,2.0,1.4,0.6,1.5,2.9,10.1,,camarto01
174,Spencer Dinwiddie,31,DAL,PG,48,18,25.0,3.2,7.9,.405,1.3,3.9,.333,1.9,4.0,.476,.488,2.4,2.8,.852,0.2,2.3,2.5,3.7,0.9,0.2,1.1,1.5,10.1,,dinwisp01
175,Luke Kennard,28,MEM,SG,36,4,22.2,3.4,6.9,.488,2.3,4.6,.494,1.1,2.3,.476,.652,1.0,1.1,.878,0.7,2.3,2.9,3.5,0.7,0.1,1.1,0.8,10.1,,kennalu01
176,Bogdan Bogdanović,32,ATL,SG,24,0,24.9,3.5,9.3,.371,1.8,6.1,.301,1.6,3.3,.500,.469,1.3,1.4,.882,0.5,2.3,2.8,2.0,0.8,0.3,1.5,2.4,10.0,,bogdabo01
177,T.J. McConnell,32,IND,PG,46,0,18.8,4.5,8.6,.528,0.2,0.6,.259,4.4,8.0,.547,.537,0.7,1.0,.739,0.6,2.0,2.6,4.5,1.2,0.3,1.5,1.1,10.0,,mccontj01
178,Svi Mykhailiuk,27,UTA,SF,18,8,18.9,3.6,8.6,.422,2.2,6.1,.355,1.4,2.4,.591,.549,0.6,0.8,.786,0.4,1.8,2.3,1.7,0.7,0.3,1.7,1.4,10.0,,mykhasv01
179,Obi Toppin,26,IND,PF,44,0,19.1,3.9,7.1,.543,1.2,3.3,.352,2.7,3.8,.708,.625,1.1,1.4,.790,0.7,3.3,4.0,1.6,0.7,0.4,0.7,1.4,10.0,,toppiob01
180,Aaron Wiggins,26,OKC,SG,47,14,21.2,4.0,8.1,.487,1.4,3.8,.363,2.6,4.3,.596,.572,0.7,0.8,.821,1.1,2.5,3.6,1.6,0.7,0.2,0.9,1.3,10.0,,wiggiaa01
181,Nic Claxton,25,BRK,C,42,34,26.4,4.3,7.9,.544,0.0,0.3,.071,4.3,7.5,.565,.545,1.3,2.4,.535,2.0,5.5,7.5,2.0,1.0,1.2,1.2,2.1,9.9,,claxtni01
182,Brice Sensabaugh,21,UTA,SF,37,1,18.2,3.6,7.7,.462,1.8,4.7,.389,1.7,3.0,.577,.580,0.9,0.9,.943,0.6,2.0,2.6,1.3,0.6,0.1,1.5,1.4,9.9,,sensabr01
183,Luguentz Dort,25,OKC,SF,45,45,29.2,3.4,8.2,.416,2.3,5.6,.415,1.1,2.6,.419,.558,0.7,0.8,.811,1.5,2.9,4.4,1.7,1.0,0.7,0.7,3.1,9.8,,dortlu01
184,Jose Alvarado,26,NOP,PG,26,7,22.2,3.2,8.0,.404,2.2,5.3,.413,1.0,2.7,.386,.541,1.0,1.3,.794,0.5,1.5,2.0,4.1,1.3,0.3,1.2,1.9,9.7,,alvarjo01
185,Tosan Evbuomwan,23,BRK,SF,15,0,24.5,3.5,7.7,.452,0.9,2.6,.333,2.6,5.1,.513,.509,1.9,2.6,.744,1.1,3.0,4.1,1.5,0.7,0.3,1.9,1.8,9.7,,evbuoto01
186,Zach Edey,22,MEM,C,35,28,20.6,3.9,6.8,.580,0.4,1.1,.368,3.5,5.7,.620,.609,1.3,2.0,.667,3.2,4.2,7.4,1.0,0.6,1.2,1.5,2.7,9.6,,edeyza01
187,Scotty Pippen Jr.,24,MEM,PG,49,16,21.3,3.6,7.7,.464,1.0,2.8,.346,2.6,4.9,.531,.527,1.4,2.2,.664,0.8,2.6,3.4,4.7,1.2,0.3,1.8,2.6,9.6,,pippesc02
188,Gary Trent Jr.,26,MIL,SG,42,7,24.7,3.3,7.8,.428,2.2,5.2,.420,1.1,2.6,.444,.569,0.7,0.8,.912,0.2,2.1,2.3,1.0,1.0,0.0,0.6,1.9,9.6,,trentga02
189,Ziaire Williams,23,BRK,SF,35,18,23.3,3.3,8.0,.406,1.3,4.0,.324,2.0,4.1,.486,.486,1.8,2.3,.810,1.1,3.6,4.7,1.4,1.0,0.4,1.0,2.5,9.6,,willizi02
190,Jalen Wilson,24,BRK,PF,48,14,27.8,3.3,8.4,.392,1.4,4.5,.309,1.9,3.8,.489,.475,1.7,2.0,.842,1.0,2.5,3.5,1.9,0.5,0.0,1.2,2.2,9.6,,wilsoja03
191,Isaiah Joe,25,OKC,SG,43,11,21.0,3.3,7.8,.427,2.4,6.1,.392,1.0,1.7,.554,.580,0.4,0.5,.696,0.5,2.0,2.5,1.4,0.7,0.1,0.5,1.6,9.5,,joeis01
192,Chris Paul,39,SAS,PG,46,46,29.1,3.2,7.5,.418,1.7,4.8,.362,1.4,2.7,.516,.533,1.5,1.5,.958,0.5,3.7,4.2,8.2,1.3,0.2,1.5,1.9,9.5,,paulch01
193,Clint Capela,30,ATL,C,45,41,22.4,4.2,7.3,.573,0.0,0.0,,4.2,7.3,.573,.573,1.0,1.9,.541,3.3,5.7,9.0,1.2,0.6,1.0,1.0,2.0,9.4,,capelca01
194,Noah Clowney,20,BRK,PF,37,18,23.1,3.0,8.1,.375,2.0,5.6,.354,1.0,2.4,.422,.498,1.4,1.6,.850,0.9,3.0,3.9,0.8,0.5,0.5,1.0,2.4,9.4,,clownno01
195,Keon Johnson,22,BRK,SG,47,27,22.8,3.4,9.2,.372,1.4,4.9,.293,2.0,4.3,.461,.449,1.2,1.5,.764,0.7,2.7,3.3,1.9,0.9,0.3,1.3,2.5,9.4,,johnske07
196,Kevin Porter Jr.,24,LAC,SG,44,2,19.8,3.8,9.1,.423,0.6,2.4,.240,3.3,6.7,.486,.454,1.1,1.7,.645,0.6,2.9,3.6,3.2,1.0,0.3,1.9,1.6,9.4,,porteke02
197,Cam Whitmore,20,HOU,SF,29,0,16.5,3.6,8.3,.433,1.2,3.8,.318,2.4,4.5,.531,.506,1.0,1.4,.725,0.8,2.4,3.2,0.8,0.7,0.2,1.1,1.1,9.4,,whitmca01
198,Patrick Williams,23,CHI,PF,40,35,26.7,3.4,8.8,.380,1.7,4.6,.357,1.7,4.2,.405,.473,1.1,1.4,.796,0.7,3.4,4.1,2.2,0.8,0.6,1.4,1.3,9.4,,willipa01
199,Jaime Jaquez Jr.,23,MIA,SF,42,10,23.4,3.4,7.7,.441,0.6,2.0,.302,2.8,5.6,.492,.481,1.9,2.6,.743,1.2,3.5,4.7,2.7,1.2,0.2,1.5,1.6,9.3,,jaqueja01
200,Dalton Knecht,23,LAL,SF,47,12,20.7,3.4,7.3,.459,1.6,4.5,.355,1.8,2.8,.624,.568,1.0,1.2,.825,0.5,2.5,3.0,0.9,0.3,0.1,0.5,1.3,9.3,,knechda01
201,Miles McBride,24,NYK,PG,39,0,23.3,3.4,7.9,.423,1.7,4.7,.372,1.6,3.3,.496,.532,0.9,1.1,.829,0.8,1.7,2.5,2.8,0.8,0.2,0.7,1.5,9.3,,mcbrimi01
202,Julian Strawther,22,DEN,SG,49,0,21.7,3.3,7.5,.435,1.6,4.2,.373,1.7,3.3,.512,.538,1.2,1.4,.841,0.3,1.8,2.1,1.3,0.7,0.3,0.8,2.4,9.3,,strawju01
203,Nick Richards,27,2TM,C,29,16,22.1,3.3,5.8,.565,0.0,0.1,.000,3.3,5.7,.572,.565,2.7,3.9,.690,2.5,5.9,8.4,1.1,0.3,1.1,1.7,2.5,9.2,,richani01
203,Nick Richards,27,CHO,C,21,9,21.0,3.0,5.4,.561,0.0,0.0,.000,3.0,5.4,.566,.561,2.8,4.1,.678,2.4,5.1,7.5,1.3,0.3,1.2,1.6,2.3,8.9,,richani01
203,Nick Richards,27,PHO,C,8,7,25.3,3.9,6.8,.574,0.0,0.1,.000,3.9,6.6,.585,.574,2.4,3.3,.731,2.8,8.1,10.9,0.6,0.1,0.9,2.0,3.1,10.1,,richani01
204,Goga Bitadze,25,ORL,C,39,35,24.2,3.9,6.2,.626,0.1,0.5,.105,3.8,5.7,.670,.630,1.4,2.1,.667,2.7,5.4,8.1,2.4,0.8,1.6,1.4,2.3,9.2,,bitadgo01
205,Marcus Smart,30,MEM,PG,18,6,21.2,2.9,7.9,.373,1.6,4.8,.333,1.3,3.1,.436,.475,1.7,2.0,.833,0.8,1.6,2.3,3.8,1.3,0.3,1.9,1.7,9.2,,smartma01
206,Dereck Lively II,20,DAL,C,32,25,24.0,3.9,5.5,.701,0.0,0.0,,3.9,5.5,.701,.701,1.4,2.2,.638,3.1,4.8,7.8,2.6,0.5,1.7,1.2,2.9,9.1,,livelde01
207,Caleb Martin,29,PHI,SF,31,24,30.4,3.3,7.5,.435,1.1,2.8,.379,2.2,4.7,.469,.506,1.5,2.4,.622,1.4,3.0,4.4,2.2,1.1,0.6,1.4,2.0,9.1,,martica02
208,Royce O'Neale,31,PHO,SF,42,11,25.0,3.2,7.7,.421,2.2,5.5,.397,1.0,2.2,.484,.563,0.4,0.5,.773,0.9,4.3,5.2,2.0,0.9,0.5,1.0,2.2,9.1,,onealro01
209,Dorian Finney-Smith,31,2TM,PF,33,22,26.9,3.2,6.8,.469,2.1,4.8,.433,1.1,2.0,.552,.621,0.6,0.9,.655,1.3,2.6,3.9,1.2,0.9,0.4,0.8,2.5,9.0,,finnedo01
209,Dorian Finney-Smith,31,BRK,PF,20,20,29.0,3.7,8.0,.459,2.4,5.4,.435,1.3,2.6,.510,.607,0.8,1.2,.625,1.6,3.0,4.6,1.6,0.9,0.6,0.9,2.7,10.4,,finnedo01
209,Dorian Finney-Smith,31,LAL,PF,13,2,23.8,2.5,5.0,.492,1.6,3.8,.429,0.8,1.2,.688,.654,0.3,0.4,.800,1.0,2.0,3.0,0.8,0.8,0.0,0.7,2.2,6.8,,finnedo01
210,Anthony Black,21,ORL,PG,46,8,25.0,3.2,7.8,.403,0.6,2.4,.266,2.5,5.5,.462,.443,2.1,2.8,.742,0.6,2.1,2.7,3.5,1.0,0.5,2.0,2.3,9.0,,blackan01
211,Kentavious Caldwell-Pope,31,ORL,SG,47,47,30.7,3.2,7.6,.415,1.5,4.8,.311,1.7,2.9,.590,.513,1.2,1.4,.877,0.3,1.6,1.9,1.9,1.5,0.5,0.9,1.9,9.0,,caldwke01
212,Brandin Podziemski,21,GSW,SG,35,8,24.1,3.3,7.8,.429,1.3,3.9,.331,2.1,3.9,.526,.511,0.9,1.1,.800,1.0,3.5,4.5,3.3,1.0,0.2,1.1,1.5,8.9,,podzibr01
213,Nickeil Alexander-Walker,26,MIN,SG,49,4,23.7,3.2,7.1,.445,1.7,4.3,.402,1.4,2.8,.511,.566,0.8,1.1,.731,0.6,2.3,2.9,2.4,0.6,0.3,1.3,1.7,8.8,,alexani01
214,Dalano Banton,25,POR,PG,38,0,15.7,3.1,7.6,.410,1.2,3.3,.357,1.9,4.3,.451,.488,1.4,1.9,.703,0.3,1.6,1.9,2.2,0.7,0.5,1.3,0.9,8.8,,bantoda01
215,Moses Moody,22,GSW,SG,41,5,18.1,3.0,6.9,.436,1.7,4.3,.394,1.3,2.6,.505,.559,1.1,1.5,.721,0.5,1.6,2.1,1.1,0.5,0.3,0.7,1.4,8.8,,moodymo01
216,Georges Niang,31,CLE,PF,49,1,20.5,3.3,6.9,.479,1.8,4.4,.404,1.5,2.4,.617,.609,0.4,0.5,.800,0.7,3.0,3.7,1.3,0.3,0.1,1.0,2.4,8.8,,niangge01
217,Cole Anthony,24,ORL,PG,45,8,16.7,3.2,7.7,.415,1.0,3.0,.316,2.2,4.7,.479,.477,1.3,1.7,.789,0.6,2.2,2.9,2.8,0.6,0.3,1.6,2.1,8.7,,anthoco01
218,Wendell Carter Jr.,25,ORL,C,37,26,25.7,3.1,7.0,.436,0.4,2.3,.186,2.6,4.7,.561,.467,2.2,3.0,.727,1.8,5.4,7.2,2.2,0.8,0.5,1.0,2.8,8.7,,cartewe01
219,Tristan Da Silva,23,ORL,SF,46,35,26.2,3.3,7.8,.420,1.3,3.9,.331,2.0,3.9,.508,.503,0.8,1.0,.848,1.3,2.8,4.1,1.7,0.5,0.2,0.9,1.6,8.7,,dasiltr01
220,Yves Missi,20,NOP,C,46,40,27.0,3.4,6.2,.554,0.0,0.0,.000,3.4,6.2,.556,.554,1.8,2.8,.651,3.5,4.6,8.1,1.4,0.5,1.5,1.2,2.1,8.7,,missiyv01
221,Jusuf Nurkić,30,PHO,C,25,23,23.7,3.0,6.5,.454,0.8,2.4,.322,2.2,4.2,.529,.512,1.9,2.8,.696,1.8,7.3,9.2,1.9,0.9,0.6,2.3,3.1,8.6,,nurkiju01
222,Carlton Carrington,19,WAS,PG,48,34,29.1,3.1,8.1,.388,1.5,4.5,.332,1.6,3.5,.459,.481,0.7,0.9,.810,0.4,3.6,3.9,3.8,0.7,0.2,1.5,2.4,8.5,,carrica01
223,Max Christie,21,LAL,SG,46,25,25.1,2.8,6.3,.444,1.3,3.5,.368,1.5,2.7,.544,.549,1.6,1.9,.851,0.5,2.1,2.7,1.4,0.8,0.5,0.8,1.6,8.5,,chrisma02
224,Dante Exum,29,DAL,PG,2,1,17.5,3.0,8.0,.375,0.5,2.0,.250,2.5,6.0,.417,.406,2.0,3.0,.667,0.5,1.5,2.0,2.0,1.0,0.0,1.5,1.0,8.5,,exumda01
225,Bruce Brown,28,TOR,PG,16,0,19.9,3.2,7.3,.440,0.6,1.9,.323,2.6,5.3,.482,.483,1.4,1.6,.880,1.0,2.9,3.9,1.6,1.0,0.2,1.1,1.5,8.4,,brownbr01
226,Draymond Green,34,GSW,PF,34,32,27.8,2.9,7.1,.415,1.4,3.7,.362,1.6,3.4,.474,.510,1.2,1.9,.615,1.0,5.0,6.0,5.5,1.0,1.1,2.5,3.1,8.4,,greendr01
